Sku Code,Item Name,Shelf,Batch,BatchStatus,Type,Total (Stock on hand),Available (ATP),Blocked (Committed),Not Found,Size,Color,Brand,Updated,Inventory Allocation,Inventory Sync,Sku Mixing,Shelf on hold,Image,Pendency on all channels,Total Inventory,Item Type Inventory Id
SIMPLE_9a01b18b_TOP_XXS,INDIGO LONG KAFTAN - Top XXS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXS,,,2026-01-23 22:14:54,true,true,true,false,,0,0,4976268
SIMPLE_c7c040b0_TOP_XS,INDIGO LONG KAFTAN - Top XS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XS,,,2026-01-23 22:14:54,true,true,true,false,,0,0,4976270
SIMPLE_14ff5988_TOP_S,INDIGO LONG KAFTAN - Top S,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,S,,,2026-01-23 22:14:54,true,true,true,false,,0,0,4976272
SIMPLE_28bfca2c_TOP_M,INDIGO LONG KAFTAN - Top M,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,M,,,2026-01-23 22:14:54,true,true,true,false,,0,0,4976274
SIMPLE_b6019e6d_TOP_L,INDIGO LONG KAFTAN - Top L,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,L,,,2026-01-23 22:14:54,true,true,true,false,,0,0,4976276
SIMPLE_ba6b35c0_TOP_XL,INDIGO LONG KAFTAN - Top XL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XL,,,2026-01-23 22:14:54,true,true,true,false,,0,0,4976278
SIMPLE_c18b787a_TOP_XXL,INDIGO LONG KAFTAN - Top XXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXL,,,2026-01-23 22:14:54,true,true,true,false,,0,0,4976280
SIMPLE_5f0847fe_TOP_XXXL,INDIGO LONG KAFTAN - Top XXXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXXL,,,2026-01-23 22:14:54,true,true,true,false,,0,0,4976282
SIMPLE_58989816_TOP_XXS,BIRD PRINTED KURTA - Top XXS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXS,,,2026-01-23 22:14:54,true,true,true,false,,0,0,4976284
SIMPLE_40d5f038_TOP_XS,BIRD PRINTED KURTA - Top XS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XS,,,2026-01-23 22:14:54,true,true,true,false,,0,0,4976286
SIMPLE_4a5c5a98_TOP_S,BIRD PRINTED KURTA - Top S,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,S,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976288
SIMPLE_200a0321_TOP_M,BIRD PRINTED KURTA - Top M,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,M,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976290
SIMPLE_7c9813c8_TOP_L,BIRD PRINTED KURTA - Top L,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,L,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976292
SIMPLE_2a7a476e_TOP_XL,BIRD PRINTED KURTA - Top XL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XL,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976294
SIMPLE_e4ae92b2_TOP_XXL,BIRD PRINTED KURTA - Top XXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXL,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976296
SIMPLE_eeaf9e2a_TOP_XXXL,BIRD PRINTED KURTA - Top XXXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXXL,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976298
SIMPLE_acbe8097_TOP_XXS,BIRD PRINTED MIDI DRESS - Top XXS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXS,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976300
SIMPLE_af9b1a0a_TOP_XS,BIRD PRINTED MIDI DRESS - Top XS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XS,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976302
SIMPLE_9ff0026f_TOP_S,BIRD PRINTED MIDI DRESS - Top S,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,S,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976304
SIMPLE_eb2537ec_TOP_M,BIRD PRINTED MIDI DRESS - Top M,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,M,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976306
SIMPLE_83adb3cc_TOP_L,BIRD PRINTED MIDI DRESS - Top L,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,L,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976308
SIMPLE_336c9211_TOP_XL,BIRD PRINTED MIDI DRESS - Top XL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XL,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976310
SIMPLE_0e60e0b9_TOP_XXL,BIRD PRINTED MIDI DRESS - Top XXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXL,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976312
SIMPLE_78dbbb15_TOP_XXXL,BIRD PRINTED MIDI DRESS - Top XXXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXXL,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976314
SIMPLE_7818f608_TOP_XXS,PEACH EMBROIDERED KURTA - Top XXS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXS,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976316
SIMPLE_ab803aba_TOP_XS,PEACH EMBROIDERED KURTA - Top XS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XS,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976318
SIMPLE_c3f0b35c_TOP_S,PEACH EMBROIDERED KURTA - Top S,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,S,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976320
SIMPLE_82e52749_TOP_M,PEACH EMBROIDERED KURTA - Top M,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,M,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976322
SIMPLE_9b2f086f_TOP_L,PEACH EMBROIDERED KURTA - Top L,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,L,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976324
SIMPLE_ce419dc0_TOP_XL,PEACH EMBROIDERED KURTA - Top XL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XL,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976326
SIMPLE_604cc1d2_TOP_XXL,PEACH EMBROIDERED KURTA - Top XXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXL,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976328
SIMPLE_bc6d3f71_TOP_XXXL,PEACH EMBROIDERED KURTA - Top XXXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXXL,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976330
SIMPLE_e46edc87_TOP_XXS,WHITE BLOCK PRINTED KURTA - Top XXS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXS,,,2026-01-23 22:14:55,true,true,true,false,,0,0,4976332
SIMPLE_1f13bf79_TOP_XS,WHITE BLOCK PRINTED KURTA - Top XS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XS,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976334
SIMPLE_f558c26c_TOP_S,WHITE BLOCK PRINTED KURTA - Top S,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,S,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976336
SIMPLE_b4a1d201_TOP_M,WHITE BLOCK PRINTED KURTA - Top M,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,M,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976338
SIMPLE_9a6468b3_TOP_L,WHITE BLOCK PRINTED KURTA - Top L,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,L,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976340
SIMPLE_6317e1f9_TOP_XL,WHITE BLOCK PRINTED KURTA - Top XL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XL,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976342
SIMPLE_5f535231_TOP_XXL,WHITE BLOCK PRINTED KURTA - Top XXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXL,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976344
SIMPLE_46395bd8_TOP_XXXL,WHITE BLOCK PRINTED KURTA - Top XXXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXXL,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976346
SIMPLE_798b048c_TOP_XXS,NUDE PINK FLARED TUNIC - Top XXS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXS,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976348
SIMPLE_b9823481_TOP_XS,NUDE PINK FLARED TUNIC - Top XS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XS,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976350
SIMPLE_ef797253_TOP_S,NUDE PINK FLARED TUNIC - Top S,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,S,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976352
SIMPLE_e7569ce3_TOP_M,NUDE PINK FLARED TUNIC - Top M,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,M,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976354
SIMPLE_059f9b12_TOP_L,NUDE PINK FLARED TUNIC - Top L,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,L,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976356
SIMPLE_54b68299_TOP_XL,NUDE PINK FLARED TUNIC - Top XL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XL,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976358
SIMPLE_0e49f895_TOP_XXL,NUDE PINK FLARED TUNIC - Top XXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXL,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976360
SIMPLE_a3328d6c_TOP_XXXL,NUDE PINK FLARED TUNIC - Top XXXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXXL,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976362
SIMPLE_e6175ee1_TOP_XXS,CREAM C-CUT KURTA - Top XXS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXS,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976364
SIMPLE_f1d17b8a_TOP_XS,CREAM C-CUT KURTA - Top XS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XS,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976366
SIMPLE_2e8249b4_TOP_S,CREAM C-CUT KURTA - Top S,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,S,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976368
SIMPLE_be3eb620_TOP_M,CREAM C-CUT KURTA - Top M,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,M,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976370
SIMPLE_5ec3408a_TOP_L,CREAM C-CUT KURTA - Top L,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,L,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976372
SIMPLE_aef1cedb_TOP_XL,CREAM C-CUT KURTA - Top XL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XL,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976374
SIMPLE_d5797357_TOP_XXL,CREAM C-CUT KURTA - Top XXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXL,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976376
SIMPLE_16cc1f56_TOP_XXXL,CREAM C-CUT KURTA - Top XXXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXXL,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976378
SIMPLE_e8440cbd_TOP_XXS,YELLOW PRINTED ANGRAKHA - Top XXS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXS,,,2026-01-23 22:14:56,true,true,true,false,,0,0,4976380
SIMPLE_7ee24098_TOP_XS,YELLOW PRINTED ANGRAKHA - Top XS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XS,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976382
SIMPLE_b573344f_TOP_S,YELLOW PRINTED ANGRAKHA - Top S,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,S,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976384
SIMPLE_041ce917_TOP_M,YELLOW PRINTED ANGRAKHA - Top M,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,M,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976386
SIMPLE_ba7d2c02_TOP_L,YELLOW PRINTED ANGRAKHA - Top L,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,L,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976388
SIMPLE_10fd4bdb_TOP_XL,YELLOW PRINTED ANGRAKHA - Top XL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XL,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976390
SIMPLE_b6a99eff_TOP_XXL,YELLOW PRINTED ANGRAKHA - Top XXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXL,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976392
SIMPLE_5abb3fa2_TOP_XXXL,YELLOW PRINTED ANGRAKHA - Top XXXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXXL,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976394
SIMPLE_5f9a524e_TOP_XXS,YELLOW AND CREAM KURTA - Top XXS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXS,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976396
SIMPLE_03a5cd6d_TOP_XS,YELLOW AND CREAM KURTA - Top XS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XS,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976398
SIMPLE_c126a5a0_TOP_S,YELLOW AND CREAM KURTA - Top S,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,S,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976400
SIMPLE_86cbfb6e_TOP_M,YELLOW AND CREAM KURTA - Top M,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,M,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976402
SIMPLE_6b0d2ad4_TOP_L,YELLOW AND CREAM KURTA - Top L,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,L,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976404
SIMPLE_2097be65_TOP_XL,YELLOW AND CREAM KURTA - Top XL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XL,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976406
SIMPLE_03be0301_TOP_XXL,YELLOW AND CREAM KURTA - Top XXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXL,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976408
SIMPLE_4813ad5a_TOP_XXXL,YELLOW AND CREAM KURTA - Top XXXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXXL,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976410
SIMPLE_2612a8fe_TOP_XXS,YELLOW PRINTED KURTA - Top XXS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXS,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976412
SIMPLE_110cebc2_TOP_XS,YELLOW PRINTED KURTA - Top XS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XS,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976414
SIMPLE_569b675f_TOP_S,YELLOW PRINTED KURTA - Top S,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,S,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976416
SIMPLE_6246b577_TOP_M,YELLOW PRINTED KURTA - Top M,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,M,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976418
SIMPLE_83b193f4_TOP_L,YELLOW PRINTED KURTA - Top L,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,L,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976420
SIMPLE_2485d92f_TOP_XL,YELLOW PRINTED KURTA - Top XL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XL,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976422
SIMPLE_813a8bda_TOP_XXL,YELLOW PRINTED KURTA - Top XXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXL,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976424
SIMPLE_7b6e9a09_TOP_XXXL,YELLOW PRINTED KURTA - Top XXXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXXL,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976426
SIMPLE_a35dc006_TOP_XXS,BLOCK PRINTED ANGRAKHA - Top XXS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXS,,,2026-01-23 22:14:57,true,true,true,false,,0,0,4976428
SIMPLE_42410f6d_TOP_XS,BLOCK PRINTED ANGRAKHA - Top XS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XS,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976430
SIMPLE_324732fd_TOP_S,BLOCK PRINTED ANGRAKHA - Top S,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,S,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976432
SIMPLE_1fd7f66a_TOP_M,BLOCK PRINTED ANGRAKHA - Top M,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,M,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976434
SIMPLE_e0d27d21_TOP_L,BLOCK PRINTED ANGRAKHA - Top L,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,L,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976436
SIMPLE_b5217721_TOP_XL,BLOCK PRINTED ANGRAKHA - Top XL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XL,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976438
SIMPLE_e86216b1_TOP_XXL,BLOCK PRINTED ANGRAKHA - Top XXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXL,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976440
SIMPLE_fdcaeacd_TOP_XXXL,BLOCK PRINTED ANGRAKHA - Top XXXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXXL,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976442
SIMPLE_253f90bb_TOP_XXS,YELLOW BLOCK PRINTED KURTA - Top XXS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXS,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976444
SIMPLE_2489cc4d_TOP_XS,YELLOW BLOCK PRINTED KURTA - Top XS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XS,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976446
SIMPLE_6766b67e_TOP_S,YELLOW BLOCK PRINTED KURTA - Top S,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,S,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976448
SIMPLE_362c30b9_TOP_M,YELLOW BLOCK PRINTED KURTA - Top M,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,M,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976450
SIMPLE_dedbbdcc_TOP_L,YELLOW BLOCK PRINTED KURTA - Top L,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,L,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976452
SIMPLE_413130f8_TOP_XL,YELLOW BLOCK PRINTED KURTA - Top XL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XL,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976454
SIMPLE_401b247f_TOP_XXL,YELLOW BLOCK PRINTED KURTA - Top XXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXL,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976456
SIMPLE_51943800_TOP_XXXL,YELLOW BLOCK PRINTED KURTA - Top XXXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXXL,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976458
SIMPLE_dfe9bcfe_TOP_XXS,CREAM EMBROIDERED KURTA - Top XXS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXS,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976460
SIMPLE_96289ed6_TOP_XS,CREAM EMBROIDERED KURTA - Top XS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XS,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976462
SIMPLE_e864a3da_TOP_S,CREAM EMBROIDERED KURTA - Top S,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,S,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976464
SIMPLE_6e08c3ed_TOP_M,CREAM EMBROIDERED KURTA - Top M,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,M,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976466
SIMPLE_a181d36e_TOP_L,CREAM EMBROIDERED KURTA - Top L,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,L,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976468
SIMPLE_cb969cd7_TOP_XL,CREAM EMBROIDERED KURTA - Top XL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XL,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976470
SIMPLE_98e41d0b_TOP_XXL,CREAM EMBROIDERED KURTA - Top XXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXL,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976472
SIMPLE_eeb8c5d7_TOP_XXXL,CREAM EMBROIDERED KURTA - Top XXXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXXL,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976474
SIMPLE_79f619a2_TOP_XXS,WHITE AND BLUE EMBROIDERED KURTA - Top XXS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXS,,,2026-01-23 22:14:58,true,true,true,false,,0,0,4976476
SIMPLE_b6b8190b_TOP_XS,WHITE AND BLUE EMBROIDERED KURTA - Top XS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XS,,,2026-01-23 22:14:59,true,true,true,false,,0,0,4976478
SIMPLE_b390638b_TOP_S,WHITE AND BLUE EMBROIDERED KURTA - Top S,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,S,,,2026-01-23 22:14:59,true,true,true,false,,0,0,4976480
SIMPLE_3761cf36_TOP_M,WHITE AND BLUE EMBROIDERED KURTA - Top M,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,M,,,2026-01-23 22:14:59,true,true,true,false,,0,0,4976482
SIMPLE_13eee41c_TOP_L,WHITE AND BLUE EMBROIDERED KURTA - Top L,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,L,,,2026-01-23 22:14:59,true,true,true,false,,0,0,4976484
SIMPLE_0bfb3ca7_TOP_XL,WHITE AND BLUE EMBROIDERED KURTA - Top XL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XL,,,2026-01-23 22:14:59,true,true,true,false,,0,0,4976486
SIMPLE_b7e5018a_TOP_XXL,WHITE AND BLUE EMBROIDERED KURTA - Top XXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXL,,,2026-01-23 22:14:59,true,true,true,false,,0,0,4976488
SIMPLE_f8228b43_TOP_XXXL,WHITE AND BLUE EMBROIDERED KURTA - Top XXXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXXL,,,2026-01-23 22:14:59,true,true,true,false,,0,0,4976490
SIMPLE_023578ad_TOP_XXS,SKY BLUE EMBROIDERED KURTA - Top XXS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXS,,,2026-01-23 22:14:59,true,true,true,false,,0,0,4976492
SIMPLE_e6229253_TOP_XS,SKY BLUE EMBROIDERED KURTA - Top XS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XS,,,2026-01-23 22:14:59,true,true,true,false,,0,0,4976494
SIMPLE_1a3f3034_TOP_S,SKY BLUE EMBROIDERED KURTA - Top S,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,S,,,2026-01-23 22:14:59,true,true,true,false,,0,0,4976496
SIMPLE_f0dd5328_TOP_M,SKY BLUE EMBROIDERED KURTA - Top M,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,M,,,2026-01-23 22:14:59,true,true,true,false,,0,0,4976498
SIMPLE_986fbdad_TOP_L,SKY BLUE EMBROIDERED KURTA - Top L,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,L,,,2026-01-23 22:14:59,true,true,true,false,,0,0,4976500
SIMPLE_30e84911_TOP_XL,SKY BLUE EMBROIDERED KURTA - Top XL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XL,,,2026-01-23 22:14:59,true,true,true,false,,0,0,4976502
SIMPLE_fa9db224_TOP_XXL,SKY BLUE EMBROIDERED KURTA - Top XXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXL,,,2026-01-23 22:14:59,true,true,true,false,,0,0,4976504
SIMPLE_fb037ad4_TOP_XXXL,SKY BLUE EMBROIDERED KURTA - Top XXXL,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXXL,,,2026-01-23 22:14:59,true,true,true,false,,0,0,4976506
SIMPLE_07ebfce2_TOP_XXS,CLASSIC WHITE KURTA - Top XXS,DEFAULT,,-1,VIRTUAL_INVENTORY,1000,1000,0,0,XXS,,,2026-01-23 22:14:59,true,true,true,false,,0,0,4976508
